key,capabilityId,capabilityName,scenarioId,scenarioName,input,event,outcome,products,dependencies,providers,actors,altitude,notes,source
admit-capability-authority::return-admission-hold,admit-capability-authority,Admit exact capability authority before capsule sealing,return-admission-hold,Return admission hold,"[{""text"": ""an exact held capability-authority admission classification"", ""line"": 28}]","[{""text"": ""the held admission receipt is bound"", ""line"": 29}]","[{""text"": ""CAPABILITY_AUTHORITY_HELD is returned"", ""line"": 30}]","[""capability-authority-held""]",[],[],"[""capability lifecycle operator""]",,  Admit exact proof-complete capability authority before capsule sealing without publishing or mutating the estate.,"{""capsuleFile"": ""admit-capability-authority.sfxcap"", ""capsuleDigest"": ""sha256:5b10e08c41847175f623ed94244719853db441a9bcf7a3fe938bcc6fdac4af67"", ""featureEntry"": ""features/admit-capability-authority.feature"", ""featureDigest"": ""sha256:84867de1fc47c4df28c26f399235c996d829277e23a2debe98e17c1fbabc5fb6"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-capability-authority.feature"", ""scenarioLine"": 27}"
admit-capability-authority::return-admitted-authority,admit-capability-authority,Admit exact capability authority before capsule sealing,return-admitted-authority,Return admitted authority,"[{""text"": ""an exact successful capability-authority admission classification"", ""line"": 41}]","[{""text"": ""the admitted authority receipt is bound"", ""line"": 42}]","[{""text"": ""CAPABILITY_AUTHORITY_ADMITTED is returned"", ""line"": 43}]","[""capability-authority-admitted""]",[],[],"[""capability lifecycle operator""]",,  Admit exact proof-complete capability authority before capsule sealing without publishing or mutating the estate.,"{""capsuleFile"": ""admit-capability-authority.sfxcap"", ""capsuleDigest"": ""sha256:5b10e08c41847175f623ed94244719853db441a9bcf7a3fe938bcc6fdac4af67"", ""featureEntry"": ""features/admit-capability-authority.feature"", ""featureDigest"": ""sha256:84867de1fc47c4df28c26f399235c996d829277e23a2debe98e17c1fbabc5fb6"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-capability-authority.feature"", ""scenarioLine"": 40}"
admit-capsule-execution-closure::admit-capsule-execution-closure,admit-capsule-execution-closure,Admit one capsule execution closure without expansion,admit-capsule-execution-closure,Admit one capsule execution closure without expansion,"[{""text"": ""one physical capsule byte sequence, one declared capsule digest, and one required execution entry reference list"", ""line"": 26}]","[{""text"": ""the execution closure is admitted"", ""line"": 27}]","[{""text"": ""the closure is EXECUTION_CLOSURE_ADMITTED or EXECUTION_CLOSURE_HELD with the exact holding finding, and a receipt binds capsule digest, required entries, and disposition"", ""line"": 28}]","[""capsule-execution-closure-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the no-expansion execution closure law. Its
  input is the physical capsule bytes, the declared capsule digest, and
  the required execution entry reference list. Its outcome is
  EXECUTION_CLOSURE_ADMITTED or EXECUTION_CLOSURE_HELD. The capsule
  decodes, its digest verifies, and every entry required to execute the
  capability in memory — execution authorities, semantic
  transformations, interfaces, scenario corpus, and semantic graph — is
  present inside the capsule with verified digests. Nothing expands to
  disk.","{""capsuleFile"": ""admit-capsule-execution-closure.sfxcap"", ""capsuleDigest"": ""sha256:95bac85967a169256cfc754a738924e1fab7b7b4bf563143dabae7c4e67e62a1"", ""featureEntry"": ""features/admit-capsule-execution-closure.feature"", ""featureDigest"": ""sha256:2c7cae4baeea9409475fb6b8d07692ddd67fdb50f48f75eee90c64985a1eb51b"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-capsule-execution-closure.feature"", ""scenarioLine"": 25}"
admit-capsule-execution-closure::verify-closure-digest,admit-capsule-execution-closure,Admit one capsule execution closure without expansion,verify-closure-digest,Verify the closure digest over the physical capsule,"[{""text"": ""one physical capsule byte sequence and one declared capsule digest"", ""line"": 39}]","[{""text"": ""closure digest verification is evaluated"", ""line"": 40}]","[{""text"": ""the recomputed digest of the decoded bytes equals the declared digest, reporting CAPSULE_DIGEST_DIVERGED otherwise"", ""line"": 41}]","[""capsule-execution-closure-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the no-expansion execution closure law. Its
  input is the physical capsule bytes, the declared capsule digest, and
  the required execution entry reference list. Its outcome is
  EXECUTION_CLOSURE_ADMITTED or EXECUTION_CLOSURE_HELD. The capsule
  decodes, its digest verifies, and every entry required to execute the
  capability in memory — execution authorities, semantic
  transformations, interfaces, scenario corpus, and semantic graph — is
  present inside the capsule with verified digests. Nothing expands to
  disk.","{""capsuleFile"": ""admit-capsule-execution-closure.sfxcap"", ""capsuleDigest"": ""sha256:95bac85967a169256cfc754a738924e1fab7b7b4bf563143dabae7c4e67e62a1"", ""featureEntry"": ""features/admit-capsule-execution-closure.feature"", ""featureDigest"": ""sha256:2c7cae4baeea9409475fb6b8d07692ddd67fdb50f48f75eee90c64985a1eb51b"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-capsule-execution-closure.feature"", ""scenarioLine"": 38}"
admit-capsule-execution-closure::verify-execution-entries,admit-capsule-execution-closure,Admit one capsule execution closure without expansion,verify-execution-entries,Verify the required execution entries inside the capsule,"[{""text"": ""one decoded capsule manifest and one required execution entry reference list"", ""line"": 52}]","[{""text"": ""execution entry verification is evaluated"", ""line"": 53}]","[{""text"": ""every required execution entry is present in the manifest with a verified digest, reporting EXECUTION_ENTRY_ABSENT or ENTRY_DIGEST_DIVERGED otherwise"", ""line"": 54}]","[""capsule-execution-closure-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the no-expansion execution closure law. Its
  input is the physical capsule bytes, the declared capsule digest, and
  the required execution entry reference list. Its outcome is
  EXECUTION_CLOSURE_ADMITTED or EXECUTION_CLOSURE_HELD. The capsule
  decodes, its digest verifies, and every entry required to execute the
  capability in memory — execution authorities, semantic
  transformations, interfaces, scenario corpus, and semantic graph — is
  present inside the capsule with verified digests. Nothing expands to
  disk.","{""capsuleFile"": ""admit-capsule-execution-closure.sfxcap"", ""capsuleDigest"": ""sha256:95bac85967a169256cfc754a738924e1fab7b7b4bf563143dabae7c4e67e62a1"", ""featureEntry"": ""features/admit-capsule-execution-closure.feature"", ""featureDigest"": ""sha256:2c7cae4baeea9409475fb6b8d07692ddd67fdb50f48f75eee90c64985a1eb51b"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-capsule-execution-closure.feature"", ""scenarioLine"": 51}"
admit-capsule-execution-closure::bind-closure-receipt,admit-capsule-execution-closure,Admit one capsule execution closure without expansion,bind-closure-receipt,Bind one execution closure receipt,"[{""text"": ""one closure disposition over one physical capsule"", ""line"": 65}]","[{""text"": ""the closure receipt is bound"", ""line"": 66}]","[{""text"": ""the capsule digest, required execution entries, and disposition bind into one replayable execution closure receipt"", ""line"": 67}]","[""capsule-execution-closure-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the no-expansion execution closure law. Its
  input is the physical capsule bytes, the declared capsule digest, and
  the required execution entry reference list. Its outcome is
  EXECUTION_CLOSURE_ADMITTED or EXECUTION_CLOSURE_HELD. The capsule
  decodes, its digest verifies, and every entry required to execute the
  capability in memory — execution authorities, semantic
  transformations, interfaces, scenario corpus, and semantic graph — is
  present inside the capsule with verified digests. Nothing expands to
  disk.","{""capsuleFile"": ""admit-capsule-execution-closure.sfxcap"", ""capsuleDigest"": ""sha256:95bac85967a169256cfc754a738924e1fab7b7b4bf563143dabae7c4e67e62a1"", ""featureEntry"": ""features/admit-capsule-execution-closure.feature"", ""featureDigest"": ""sha256:2c7cae4baeea9409475fb6b8d07692ddd67fdb50f48f75eee90c64985a1eb51b"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-capsule-execution-closure.feature"", ""scenarioLine"": 64}"
admit-capsule-execution-closure::verify-declared-dependency-closure,admit-capsule-execution-closure,Admit one capsule execution closure without expansion,verify-declared-dependency-closure,Resolve every declared external dependency by identity and digest,"[{""text"": ""one capsule carrying its declared dependencies and external tool roots, and one bounded set of dependency observations"", ""line"": 77}]","[{""text"": ""the declared dependency closure is resolved"", ""line"": 78}]","[{""text"": ""every declared dependency resolves PRESENT, MISSING, or WRONG_DIGEST by its declared identity and digest, an undeclared nearby artifact never satisfies a dependency, and the closure is DEPENDENCY_CLOSURE_ADMITTED only when every declared dependency and external tool root resolves PRESENT"", ""line"": 79}]","[""capsule-execution-closure-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the no-expansion execution closure law. Its
  input is the physical capsule bytes, the declared capsule digest, and
  the required execution entry reference list. Its outcome is
  EXECUTION_CLOSURE_ADMITTED or EXECUTION_CLOSURE_HELD. The capsule
  decodes, its digest verifies, and every entry required to execute the
  capability in memory — execution authorities, semantic
  transformations, interfaces, scenario corpus, and semantic graph — is
  present inside the capsule with verified digests. Nothing expands to
  disk.","{""capsuleFile"": ""admit-capsule-execution-closure.sfxcap"", ""capsuleDigest"": ""sha256:95bac85967a169256cfc754a738924e1fab7b7b4bf563143dabae7c4e67e62a1"", ""featureEntry"": ""features/admit-capsule-execution-closure.feature"", ""featureDigest"": ""sha256:2c7cae4baeea9409475fb6b8d07692ddd67fdb50f48f75eee90c64985a1eb51b"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-capsule-execution-closure.feature"", ""scenarioLine"": 76}"
admit-consumer-source-facts::admit-consumer-source-facts,admit-consumer-source-facts,Admit consumer source facts,admit-consumer-source-facts,Admit every declared consumer source with exact provenance,"[{""text"": ""one declared consumer workspace and its set of source facts"", ""line"": 26}]","[{""text"": ""every declared consumer authority document is loaded, validated, digested, and related"", ""line"": 27}]","[{""text"": ""every required source is admitted with its exact source reference and content digest, or is explicitly rejected, without composing the scenario graph or resolving platform responsibilities"", ""line"": 28}]","[""consumer-source-admission-known""]",[],[],"[""consumer author""]",,"  A consumer author needs every declared consumer authority document loaded,
  validated, digested, and related exactly once before compilation proceeds.
  The capability admits the declared workspace source facts and establishes
  their provenance so downstream compilation never operates on unverified or
  undated input.

  Every required source is admitted with an exact content digest and source
  reference, or is explicitly rejected. The capability does not compose the
  scenario graph, resolve platform responsibilities, or make any compilation
  decision beyond admitting the declared sources.","{""capsuleFile"": ""admit-consumer-source-facts.sfxcap"", ""capsuleDigest"": ""sha256:3f04ebb42bb91c6962b29f515ff336277c33d9302989993267e9d78741e24f33"", ""featureEntry"": ""features/admit-consumer-source-facts.feature"", ""featureDigest"": ""sha256:74b7c4325cac8f67e6f23998a8b2522433376b6f32f39bb150e4038f940b0031"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-consumer-source-facts.feature"", ""scenarioLine"": 25}"
admit-execution-vector::admit-execution-vector,admit-execution-vector,Admit execution vector,admit-execution-vector,Validate the canonical execution vector and its declared ordering,"[{""text"": ""one canonical execution vector and its declared step ordering"", ""line"": 27}]","[{""text"": ""the canonical execution vector and its declared ordering are validated against its admitted schema"", ""line"": 28}]","[{""text"": ""every declared step and ordering constraint is admitted or identified as a precise gap, without evaluating any language implementation"", ""line"": 29}]","[""execution-vector-admission-known""]",[],[],"[""SDA maintainer""]",,"  An SDA maintainer needs to know that the canonical execution vector and its
  declared step ordering are themselves structurally valid before any
  language implementation is judged against them. The capability validates
  the canonical execution vector and its declared ordering against its
  admitted schema.

  Every declared step and ordering constraint is admitted, or the gap is
  identified precisely; the canonical execution vector carries one explicit
  schema-admission disposition. The capability does not evaluate any
  language implementation — it only establishes that the execution law
  being implemented is itself sound.","{""capsuleFile"": ""admit-execution-vector.sfxcap"", ""capsuleDigest"": ""sha256:4cc8635919a07ddfd4216e50dc31701b44f35733bf0f5c501366041d3b656cc7"", ""featureEntry"": ""features/admit-execution-vector.feature"", ""featureDigest"": ""sha256:fc44e393459e1f7c693ab230baa51cfb060fd33a9f31afbb2231d973a96c8e67"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-execution-vector.feature"", ""scenarioLine"": 26}"
admit-external-market-representation::admit-external-market-representation,admit-external-market-representation,Admit one external market representation,admit-external-market-representation,Admit one external market representation,"[{""text"": ""one external source representation with identity, content digest, acquisition authority, methodology, syndication, licensing, and privacy declarations"", ""line"": 27}]","[{""text"": ""representation admission is evaluated"", ""line"": 28}]","[{""text"": ""the representation is ADMITTED_REPRESENTATION or ADMISSION_HELD with the exact holding finding, and a receipt binds source identity, representation type, captured time, content digest, and disposition"", ""line"": 29}]","[""external-representation-receipt""]",[],[],"[""Market""]",,"  Market observes. Market intelligence interprets. Strategy governs.

  This capability owns the first step of the market evidence basis. Its
  input is one external source representation with source identity,
  representation type, captured time, content digest, acquisition
  authority, methodology, syndication declaration, licensing, and
  privacy dispositions. Its outcome is one admission disposition:
  ADMITTED_REPRESENTATION or ADMISSION_HELD. Source text is testimony
  until admitted: changed content produces a new representation
  identity, syndicated copies declare their parent series, use and
  privacy are disallowed only when declared so, and no source is
  presented as a market fact by this capability.","{""capsuleFile"": ""admit-external-market-representation.sfxcap"", ""capsuleDigest"": ""sha256:cc390b67b04460e2f08c754ddc21d7ca406ccdd355bd67693e191834ff5369fb"", ""featureEntry"": ""features/admit-external-market-representation.feature"", ""featureDigest"": ""sha256:8dd4126cb6474381ac22e73d0ac1a855981c3a2ab85dd7879bcff921baafc510"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-external-market-representation.feature"", ""scenarioLine"": 26}"
admit-external-market-representation::verify-source-identity,admit-external-market-representation,Admit one external market representation,verify-source-identity,Verify the source identity and content addressing,"[{""text"": ""one source identity, one representation type, one captured time, and one content digest"", ""line"": 40}]","[{""text"": ""source identity verification is evaluated"", ""line"": 41}]","[{""text"": ""the identity is complete and the content digest is bound, reporting SOURCE_IDENTITY_INCOMPLETE or SOURCE_REPRESENTATION_UNADMITTED otherwise"", ""line"": 42}]","[""external-representation-receipt""]",[],[],"[""Market""]",,"  Market observes. Market intelligence interprets. Strategy governs.

  This capability owns the first step of the market evidence basis. Its
  input is one external source representation with source identity,
  representation type, captured time, content digest, acquisition
  authority, methodology, syndication declaration, licensing, and
  privacy dispositions. Its outcome is one admission disposition:
  ADMITTED_REPRESENTATION or ADMISSION_HELD. Source text is testimony
  until admitted: changed content produces a new representation
  identity, syndicated copies declare their parent series, use and
  privacy are disallowed only when declared so, and no source is
  presented as a market fact by this capability.","{""capsuleFile"": ""admit-external-market-representation.sfxcap"", ""capsuleDigest"": ""sha256:cc390b67b04460e2f08c754ddc21d7ca406ccdd355bd67693e191834ff5369fb"", ""featureEntry"": ""features/admit-external-market-representation.feature"", ""featureDigest"": ""sha256:8dd4126cb6474381ac22e73d0ac1a855981c3a2ab85dd7879bcff921baafc510"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-external-market-representation.feature"", ""scenarioLine"": 39}"
admit-external-market-representation::verify-methodology-provenance,admit-external-market-representation,Admit one external market representation,verify-methodology-provenance,Verify the methodology provenance and acquisition authority,"[{""text"": ""one methodology with population, geography, observation window, and sample disposition, and one acquisition authority identity"", ""line"": 53}]","[{""text"": ""methodology provenance verification is evaluated"", ""line"": 54}]","[{""text"": ""the methodology is complete and the acquisition authority is the admitted market source admission authority, reporting SOURCE_METHODOLOGY_ABSENT or SOURCE_ACQUISITION_UNADMITTED otherwise"", ""line"": 55}]","[""external-representation-receipt""]",[],[],"[""Market""]",,"  Market observes. Market intelligence interprets. Strategy governs.

  This capability owns the first step of the market evidence basis. Its
  input is one external source representation with source identity,
  representation type, captured time, content digest, acquisition
  authority, methodology, syndication declaration, licensing, and
  privacy dispositions. Its outcome is one admission disposition:
  ADMITTED_REPRESENTATION or ADMISSION_HELD. Source text is testimony
  until admitted: changed content produces a new representation
  identity, syndicated copies declare their parent series, use and
  privacy are disallowed only when declared so, and no source is
  presented as a market fact by this capability.","{""capsuleFile"": ""admit-external-market-representation.sfxcap"", ""capsuleDigest"": ""sha256:cc390b67b04460e2f08c754ddc21d7ca406ccdd355bd67693e191834ff5369fb"", ""featureEntry"": ""features/admit-external-market-representation.feature"", ""featureDigest"": ""sha256:8dd4126cb6474381ac22e73d0ac1a855981c3a2ab85dd7879bcff921baafc510"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-external-market-representation.feature"", ""scenarioLine"": 52}"
admit-external-market-representation::verify-duplication-syndication-and-use,admit-external-market-representation,Admit one external market representation,verify-duplication-syndication-and-use,"Verify duplication, syndication, licensing, and privacy declarations","[{""text"": ""one syndication declaration, one licensing disposition, and one privacy disposition"", ""line"": 66}]","[{""text"": ""duplication syndication and use verification is evaluated"", ""line"": 67}]","[{""text"": ""a syndicated source declares its parent series, and disallowed use or privacy holds admission, reporting SOURCE_SERIES_DUPLICATED, SOURCE_USE_DISALLOWED, or SOURCE_PRIVACY_DISALLOWED otherwise"", ""line"": 68}]","[""external-representation-receipt""]",[],[],"[""Market""]",,"  Market observes. Market intelligence interprets. Strategy governs.

  This capability owns the first step of the market evidence basis. Its
  input is one external source representation with source identity,
  representation type, captured time, content digest, acquisition
  authority, methodology, syndication declaration, licensing, and
  privacy dispositions. Its outcome is one admission disposition:
  ADMITTED_REPRESENTATION or ADMISSION_HELD. Source text is testimony
  until admitted: changed content produces a new representation
  identity, syndicated copies declare their parent series, use and
  privacy are disallowed only when declared so, and no source is
  presented as a market fact by this capability.","{""capsuleFile"": ""admit-external-market-representation.sfxcap"", ""capsuleDigest"": ""sha256:cc390b67b04460e2f08c754ddc21d7ca406ccdd355bd67693e191834ff5369fb"", ""featureEntry"": ""features/admit-external-market-representation.feature"", ""featureDigest"": ""sha256:8dd4126cb6474381ac22e73d0ac1a855981c3a2ab85dd7879bcff921baafc510"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-external-market-representation.feature"", ""scenarioLine"": 65}"
admit-external-market-representation::bind-representation-receipt,admit-external-market-representation,Admit one external market representation,bind-representation-receipt,Bind one representation receipt,"[{""text"": ""one admission disposition over one source representation"", ""line"": 79}]","[{""text"": ""the representation receipt is bound"", ""line"": 80}]","[{""text"": ""the source identity, representation type, captured time, content digest, and disposition bind into one replayable representation receipt"", ""line"": 81}]","[""external-representation-receipt""]",[],[],"[""Market""]",,"  Market observes. Market intelligence interprets. Strategy governs.

  This capability owns the first step of the market evidence basis. Its
  input is one external source representation with source identity,
  representation type, captured time, content digest, acquisition
  authority, methodology, syndication declaration, licensing, and
  privacy dispositions. Its outcome is one admission disposition:
  ADMITTED_REPRESENTATION or ADMISSION_HELD. Source text is testimony
  until admitted: changed content produces a new representation
  identity, syndicated copies declare their parent series, use and
  privacy are disallowed only when declared so, and no source is
  presented as a market fact by this capability.","{""capsuleFile"": ""admit-external-market-representation.sfxcap"", ""capsuleDigest"": ""sha256:cc390b67b04460e2f08c754ddc21d7ca406ccdd355bd67693e191834ff5369fb"", ""featureEntry"": ""features/admit-external-market-representation.feature"", ""featureDigest"": ""sha256:8dd4126cb6474381ac22e73d0ac1a855981c3a2ab85dd7879bcff921baafc510"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-external-market-representation.feature"", ""scenarioLine"": 78}"
admit-kernel-specification::admit-kernel-specification,admit-kernel-specification,Admit kernel specification,admit-kernel-specification,Validate the canonical kernel specification against its admitted schema,"[{""text"": ""one canonical kernel specification and its admitted schema"", ""line"": 26}]","[{""text"": ""the canonical kernel specification is validated against its admitted schema"", ""line"": 27}]","[{""text"": ""the specification carries one explicit schema-admission disposition naming every admitted or identified requirement, without evaluating any language implementation"", ""line"": 28}]","[""kernel-specification-admission-known""]",[],[],"[""SDA maintainer""]",,"  An SDA maintainer needs to know whether the canonical kernel specification
  is itself structurally valid before any implementation is judged against
  it. The capability validates the canonical kernel specification against
  its admitted schema.

  Every specification requirement is either admitted or identified as a
  specific gap; the specification carries one explicit schema-admission
  disposition. The capability does not evaluate any language implementation
  — it only establishes whether the specification being implemented is
  itself sound.","{""capsuleFile"": ""admit-kernel-specification.sfxcap"", ""capsuleDigest"": ""sha256:7811698c285144545aaf38eec69d23f10f10be59a4da232bcb0c5aeb471ca95b"", ""featureEntry"": ""features/admit-kernel-specification.feature"", ""featureDigest"": ""sha256:dfce11e0ba8a07123c57573fcdb528dec38692295e549d9c982a671a2bf541d0"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/admit-kernel-specification.feature"", ""scenarioLine"": 25}"
